record_id,priority,category,category_zh,title,authors,year,arxiv_id,primary_category,project_role_zh,local_type,local_file,official_url,license_url,pages,bytes,sha256,access_date
P41,B,03_hierarchical_and_disaggregated,分层存储与解耦推理,KVDrive: A Holistic Multi-Tier KV Cache Management System for Long-Context LLM Inference,Jian Lin; Jiazhi Mi; Zicong Hong; Haodong Wang; Qianli Liu; Haodyue Zhang; Peng Li; Song Guo,2026,2605.18071,cs.CL,多层KV放置管线与跨层协调,official_link,02_paper_links/03_hierarchical_and_disaggregated/41_KVDrive_A_Holistic_Multi_Tier_KV_Cache_Management_System_for_Long_Context_LLM_Inference.url,https://arxiv.org/abs/2605.18071,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,f77d3724301d6c90ede0c0bdd75977888596f78aa19624f171e88ea911134aa0,2026-08-30
P42,B,03_hierarchical_and_disaggregated,分层存储与解耦推理,FlowKV: A Disaggregated Inference Framework with Low-Latency KV Cache Transfer and Load-Aware Scheduling,Weiqing Li; Guochao Jiang; Xiangyong Ding; Zhangcheng Tao; Chuzhan Hao; Chenfeng Xu; Yuewei Zhang; Hao Wang,2025,2504.03775,cs.DC,解耦推理中的低延迟KV传输,official_link,02_paper_links/03_hierarchical_and_disaggregated/42_FlowKV_A_Disaggregated_Inference_Framework_with_Low_Latency_KV_Cache_Transfer_and_Load_Aware.url,https://arxiv.org/abs/2504.03775,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,3e6122e8e59dd21db11d2aae14bd27104f042d76fbcc6ac4cde4304aa4b459f9,2026-08-30
P43,A,03_hierarchical_and_disaggregated,分层存储与解耦推理,vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention,Ramya Prabhu; Ajay Nayak; Jayashree Mohan; Ramachandran Ramjee; Ashish Panwar,2024,2405.04437,cs.LG,连续虚拟地址KV内存管理,open_access_pdf,01_open_access_papers/03_hierarchical_and_disaggregated/43_vAttention_Dynamic_Memory_Management_for_Serving_LLMs_without_PagedAttention.pdf,https://arxiv.org/abs/2405.04437,https://creativecommons.org/licenses/by/4.0/,18,1563582,89017c3e7f5900cdf2b7295d647fc19bf45e674dddd3525ba86a5f203861c701,2026-08-30
P44,A,03_hierarchical_and_disaggregated,分层存储与解耦推理,InfiniGen: Efficient Generative Inference of Large Language Models with Dynamic KV Cache Management,Wonbeom Lee; Jungi Lee; Junghwan Seo; Jaewoong Sim,2024,2406.19707,cs.LG,动态KV管理与主机内存卸载,open_access_pdf,01_open_access_papers/03_hierarchical_and_disaggregated/44_InfiniGen_Efficient_Generative_Inference_of_Large_Language_Models_with_Dynamic_KV_Cache_Mana.pdf,https://arxiv.org/abs/2406.19707,https://creativecommons.org/licenses/by/4.0/,18,3025464,267d689a1ded953f076eb93976c0ebeac1ad02029f1f7c9dd1c947aa05d7cb5f,2026-08-30
P45,B,03_hierarchical_and_disaggregated,分层存储与解耦推理,FlexGen: High-Throughput Generative Inference of Large Language Models with a Single GPU,Ying Sheng; Lianmin Zheng; Binhang Yuan; Zhuohan Li; Max Ryabinin; Daniel Y. Fu; Zhiqiang Xie; Beidi Chen; Clark Barrett; Joseph E. Gonzalez; Percy Liang; Christopher Ré; Ion Stoica; Ce Zhang,2023,2303.06865,cs.LG,单GPU分层卸载与吞吐优化参照,official_link,02_paper_links/03_hierarchical_and_disaggregated/45_FlexGen_High_Throughput_Generative_Inference_of_Large_Language_Models_with_a_Single_GPU.url,https://arxiv.org/abs/2303.06865,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,fdc883944afe798d1187d22af59b8fc9c1ef4bc358507572c6d6d404fd630588,2026-08-30
P46,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,KIVI: A Tuning-Free Asymmetric 2bit Quantization for KV Cache,Zirui Liu; Jiayi Yuan; Hongye Jin; Shaochen Zhong; Zhaozhuo Xu; Vladimir Braverman; Beidi Chen; Xia Hu,2024,2402.02750,cs.CL,非对称2bit KV量化基线,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/46_KIVI_A_Tuning_Free_Asymmetric_2bit_Quantization_for_KV_Cache.pdf,https://arxiv.org/abs/2402.02750,https://creativecommons.org/licenses/by/4.0/,15,2194402,df31ef32d71bfb280c533c5db8220cadf5ef42076bf45d82ba4c8da8e50ea5f4,2026-08-30
P47,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,KVQuant: Towards 10 Million Context Length LLM Inference with KV Cache Quantization,Coleman Hooper; Sehoon Kim; Hiva Mohammadzadeh; Michael W. Mahoney; Yakun Sophia Shao; Kurt Keutzer; Amir Gholami,2024,2401.18079,cs.LG,超长上下文KV量化基线,official_link,02_paper_links/04_compression_eviction_and_architecture/47_KVQuant_Towards_10_Million_Context_Length_LLM_Inference_with_KV_Cache_Quantization.url,https://arxiv.org/abs/2401.18079,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,f7888ba364b5741f040d5fc1959b855a028dc7c253d956bbd665236dd1f1ad80,2026-08-30
P48,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,H$_2$O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models,Zhenyu Zhang; Ying Sheng; Tianyi Zhou; Tianlong Chen; Lianmin Zheng; Ruisi Cai; Zhao Song; Yuandong Tian; Christopher Ré; Clark Barrett; Zhangyang Wang; Beidi Chen,2023,2306.14048,cs.LG,重频Token驱动的KV淘汰,official_link,02_paper_links/04_compression_eviction_and_architecture/48_H2O_Heavy_Hitter_Oracle_for_Efficient_Generative_Inference_of_Large_Language_Models.url,https://arxiv.org/abs/2306.14048,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,15345f24303448e14ec67b007db61243fb9d0c2060ac6d366d5a5721840327ed,2026-08-30
P49,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,Scissorhands: Exploiting the Persistence of Importance Hypothesis for LLM KV Cache Compression at Test Time,Zichang Liu; Aditya Desai; Fangshuo Liao; Weitao Wang; Victor Xie; Zhaozhuo Xu; Anastasios Kyrillidis; Anshumali Shrivastava,2023,2305.17118,cs.LG,重要性持续性与固定预算缓存,official_link,02_paper_links/04_compression_eviction_and_architecture/49_Scissorhands_Exploiting_the_Persistence_of_Importance_Hypothesis_for_LLM_KV_Cache_Compressio.url,https://arxiv.org/abs/2305.17118,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,8420d3d1022e2057c90b9e0cd4df8c289ca20d2e8855ba444b8dcd0044caadaf,2026-08-30
P50,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,Efficient Streaming Language Models with Attention Sinks,Guangxuan Xiao; Yuandong Tian; Beidi Chen; Song Han; Mike Lewis,2023,2309.17453,cs.CL,注意力Sink与流式长上下文,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/50_Efficient_Streaming_Language_Models_with_Attention_Sinks.pdf,https://arxiv.org/abs/2309.17453,https://creativecommons.org/licenses/by/4.0/,21,16952848,e8a7de67c7c57642648362651b4cf64fd852467e18865a298916a36098314819,2026-08-30
P51,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,SnapKV: LLM Knows What You are Looking for Before Generation,Yuhong Li; Yingbing Huang; Bowen Yang; Bharat Venkitesh; Acyr Locatelli; Hanchen Ye; Tianle Cai; Patrick Lewis; Deming Chen,2024,2404.14469,cs.CL,生成前重要Token选择压缩,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/51_SnapKV_LLM_Knows_What_You_are_Looking_for_Before_Generation.pdf,https://arxiv.org/abs/2404.14469,https://creativecommons.org/licenses/by/4.0/,17,1066370,d17ce59a5a3342c9b0560c3503b0136f794fae92910421aa07dbca32e4279bf4,2026-08-30
P52,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,PyramidKV: Dynamic KV Cache Compression based on Pyramidal Information Funneling,Zefan Cai; Yichi Zhang; Bofei Gao; Yuliang Liu; Yucheng Li; Tianyu Liu; Keming Lu; Wayne Xiong; Yue Dong; Junjie Hu; Wen Xiao,2024,2406.02069,cs.CL,跨层金字塔式缓存预算,official_link,02_paper_links/04_compression_eviction_and_architecture/52_PyramidKV_Dynamic_KV_Cache_Compression_based_on_Pyramidal_Information_Funneling.url,https://arxiv.org/abs/2406.02069,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,6236d6a8a718b68157d149f8df58554fd66c4032f149fe63fa03444ea221ba82,2026-08-30
P53,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,MiniCache: KV Cache Compression in Depth Dimension for Large Language Models,Akide Liu; Jing Liu; Zizheng Pan; Yefei He; Gholamreza Haffari; Bohan Zhuang,2024,2405.14366,cs.CL,跨层深度维KV合并,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/53_MiniCache_KV_Cache_Compression_in_Depth_Dimension_for_Large_Language_Models.pdf,https://arxiv.org/abs/2405.14366,https://creativecommons.org/licenses/by/4.0/,26,8705167,e79c06d5c4cb73265f1944a0d787211ee59f784bfa9436a02bc90376ea520e40,2026-08-30
P54,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,MiniKV: Pushing the Limits of LLM Inference via 2-Bit Layer-Discriminative KV Cache,Akshat Sharma; Hangliang Ding; Jianping Li; Neel Dani; Minjia Zhang,2024,2411.18077,cs.CL,低至2bit的混合KV压缩,official_link,02_paper_links/04_compression_eviction_and_architecture/54_MiniKV_Pushing_the_Limits_of_LLM_Inference_via_2_Bit_Layer_Discriminative_KV_Cache.url,https://arxiv.org/abs/2411.18077,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,13c9b86703e2cde76ff984bba4f2afe1949cd8518161bb8ba749c6ea51c85bba,2026-08-30
P55,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,FDC: Fast KV Dimensionality Compression for Efficient LLM Inference,Zeyu Zhang; Haiying Shen,2024,2408.04107,cs.LG,维度压缩与解压开销消除,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/55_FDC_Fast_KV_Dimensionality_Compression_for_Efficient_LLM_Inference.pdf,https://arxiv.org/abs/2408.04107,https://creativecommons.org/licenses/by/4.0/,14,1448926,5dd3970a045291d863537cf69a4487674d0028bb7660f2930f355f958b8c76d2,2026-08-30
P56,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,QAQ: Quality Adaptive Quantization for LLM KV Cache,Shichen Dong; Wen Cheng; Jiayu Qin; Wei Wang,2024,2403.04643,cs.CL,质量自适应KV量化,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/56_QAQ_Quality_Adaptive_Quantization_for_LLM_KV_Cache.pdf,https://arxiv.org/abs/2403.04643,https://creativecommons.org/licenses/by-nc-sa/4.0/,8,596662,cfc68f45ba813fe7dade1d6ace48f5fa83be13ee172e7c732f7c1aea24822fab,2026-08-30
P57,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,SKVQ: Sliding-window Key and Value Cache Quantization for Large Language Models,Haojie Duanmu; Zhihang Yuan; Xiuhong Li; Jiangfei Duan; Xingcheng Zhang; Dahua Lin,2024,2405.06219,cs.LG,滑动窗口低比特KV量化,official_link,02_paper_links/04_compression_eviction_and_architecture/57_SKVQ_Sliding_window_Key_and_Value_Cache_Quantization_for_Large_Language_Models.url,https://arxiv.org/abs/2405.06219,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,7d85c0613f0a847ebbe985c86a84bcfa2ae7277657d8a1154af2c1f8c6ae9e23,2026-08-30
P58,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,PQCache: Product Quantization-based KVCache for Long Context LLM Inference,Hailin Zhang; Xiaodong Ji; Yilin Chen; Fangcheng Fu; Xupeng Miao; Xiaonan Nie; Weipeng Chen; Bin Cui,2024,2407.12820,cs.CL,乘积量化长上下文KV缓存,official_link,02_paper_links/04_compression_eviction_and_architecture/58_PQCache_Product_Quantization_based_KVCache_for_Long_Context_LLM_Inference.url,https://arxiv.org/abs/2407.12820,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,680ec47aa7d119838125e445fe77d7709effcdf5c7bb408ee68a0f6945925f96,2026-08-30
P59,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,DuoAttention: Efficient Long-Context LLM Inference with Retrieval and Streaming Heads,Guangxuan Xiao; Jiaming Tang; Jingwei Zuo; Junxian Guo; Shang Yang; Haotian Tang; Yao Fu; Song Han,2024,2410.10819,cs.CL,检索头与流式头分离,official_link,02_paper_links/04_compression_eviction_and_architecture/59_DuoAttention_Efficient_Long_Context_LLM_Inference_with_Retrieval_and_Streaming_Heads.url,https://arxiv.org/abs/2410.10819,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,d8f04f7585b536ccbcc2728b9bca54c1a5dfdf26102e771e9e5c075e499b0596,2026-08-30
P60,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,Keep the Cost Down: A Review on Methods to Optimize LLM' s KV-Cache Consumption,Luohe Shi; Hongyi Zhang; Yao Yao; Zuchao Li; Hai Zhao,2024,2407.18003,cs.CL,KV缓存优化方法综述,official_link,02_paper_links/04_compression_eviction_and_architecture/60_Keep_the_Cost_Down_A_Review_on_Methods_to_Optimize_LLM_s_KV_Cache_Consumption.url,https://arxiv.org/abs/2407.18003,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,fc49f811a10d29eaf47a21e0de06917a9cd971b12bbce28d3b4b355e5f50547d,2026-08-30
P61,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,A Survey on Large Language Model Acceleration based on KV Cache Management,Haoyang Li; Yiming Li; Anxin Tian; Tianhao Tang; Zhanchao Xu; Xuejia Chen; Nicole Hu; Wei Dong; Qing Li; Lei Chen,2024,2412.19442,cs.AI,KV缓存加速分类综述,official_link,02_paper_links/04_compression_eviction_and_architecture/61_A_Survey_on_Large_Language_Model_Acceleration_based_on_KV_Cache_Management.url,https://arxiv.org/abs/2412.19442,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,a958099389daa4e1bbe96037067dd5eb89991ea94cdea7c781bc81a56c74767f,2026-08-30
P62,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,"DeepSeek-V2: A Strong, Economical, and Efficient Mixture-of-Experts Language Model",DeepSeek-AI; Aixin Liu; Bei Feng; Bin Wang; Bingxuan Wang; Bo Liu; Chenggang Zhao; Chengqi Dengr; Chong Ruan; Damai Dai; Daya Guo; Dejian Yang; Deli Chen; Dongjie Ji; Erhang Li; Fangyun Lin; Fuli Luo; Guangbo Hao; Guanting Chen; Guowei Li; H. Zhang; Hanwei Xu; Hao Yang; Haowei Zhang; Honghui Ding; Huajian Xin; Huazuo Gao; Hui Li; Hui Qu; J. L. Cai; Jian Liang; Jianzhong Guo; Jiaqi Ni; Jiashi Li; Jin Chen; Jingyang Yuan; Junjie Qiu; Junxiao Song; Kai Dong; Kaige Gao; Kang Guan; Lean Wang; Lecong Zhang; Lei Xu; Leyi Xia; Liang Zhao; Liyue Zhang; Meng Li; Miaojun Wang; Mingchuan Zhang; Minghua Zhang; Minghui Tang; Mingming Li; Ning Tian; Panpan Huang; Peiyi Wang; Peng Zhang; Qihao Zhu; Qinyu Chen; Qiushi Du; R. J. Chen; R. L. Jin; Ruiqi Ge; Ruizhe Pan; Runxin Xu; Ruyi Chen; S. S. Li; Shanghao Lu; Shangyan Zhou; Shanhuang Chen; Shaoqing Wu; Shengfeng Ye; Shirong Ma; Shiyu Wang; Shuang Zhou; Shuiping Yu; Shunfeng Zhou; Size Zheng; T. Wang; Tian Pei; Tian Yuan; Tianyu Sun; W. L. Xiao; Wangding Zeng; Wei An; Wen Liu; Wenfeng Liang; Wenjun Gao; Wentao Zhang; X. Q. Li; Xiangyue Jin; Xianzu Wang; Xiao Bi; Xiaodong Liu; Xiaohan Wang; Xiaojin Shen; Xiaokang Chen; Xiaosha Chen; Xiaotao Nie; Xiaowen Sun; Xiaoxiang Wang; Xin Liu; Xin Xie; Xingkai Yu; Xinnan Song; Xinyi Zhou; Xinyu Yang; Xuan Lu; Xuecheng Su; Y. Wu; Y. K. Li; Y. X. Wei; Y. X. Zhu; Yanhong Xu; Yanping Huang; Yao Li; Yao Zhao; Yaofeng Sun; Yaohui Li; Yaohui Wang; Yi Zheng; Yichao Zhang; Yiliang Xiong; Yilong Zhao; Ying He; Ying Tang; Yishi Piao; Yixin Dong; Yixuan Tan; Yiyuan Liu; Yongji Wang; Yongqiang Guo; Yuchen Zhu; Yuduan Wang; Yuheng Zou; Yukun Zha; Yunxian Ma; Yuting Yan; Yuxiang You; Yuxuan Liu; Z. Z. Ren; Zehui Ren; Zhangli Sha; Zhe Fu; Zhen Huang; Zhen Zhang; Zhenda Xie; Zhewen Hao; Zhihong Shao; Zhiniu Wen; Zhipeng Xu; Zhongyu Zhang; Zhuoshu Li; Zihan Wang; Zihui Gu; Zilin Li; Ziwei Xie,2024,2405.04434,cs.CL,MLA结构及KV表示变化,official_link,02_paper_links/04_compression_eviction_and_architecture/62_DeepSeek_V2_A_Strong_Economical_and_Efficient_Mixture_of_Experts_Language_Model.url,https://arxiv.org/abs/2405.04434,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,8a6fa68fb3fa075a2bc6d528594e8cec0507332d82e9aab024044f9623b537eb,2026-08-30
P63,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,DeepSeek-V3 Technical Report,DeepSeek-AI; Aixin Liu; Bei Feng; Bing Xue; Bingxuan Wang; Bochao Wu; Chengda Lu; Chenggang Zhao; Chengqi Deng; Chenyu Zhang; Chong Ruan; Damai Dai; Daya Guo; Dejian Yang; Deli Chen; Dongjie Ji; Erhang Li; Fangyun Lin; Fucong Dai; Fuli Luo; Guangbo Hao; Guanting Chen; Guowei Li; H. Zhang; Han Bao; Hanwei Xu; Haocheng Wang; Haowei Zhang; Honghui Ding; Huajian Xin; Huazuo Gao; Hui Li; Hui Qu; J. L. Cai; Jian Liang; Jianzhong Guo; Jiaqi Ni; Jiashi Li; Jiawei Wang; Jin Chen; Jingchang Chen; Jingyang Yuan; Junjie Qiu; Junlong Li; Junxiao Song; Kai Dong; Kai Hu; Kaige Gao; Kang Guan; Kexin Huang; Kuai Yu; Lean Wang; Lecong Zhang; Lei Xu; Leyi Xia; Liang Zhao; Litong Wang; Liyue Zhang; Meng Li; Miaojun Wang; Mingchuan Zhang; Minghua Zhang; Minghui Tang; Mingming Li; Ning Tian; Panpan Huang; Peiyi Wang; Peng Zhang; Qiancheng Wang; Qihao Zhu; Qinyu Chen; Qiushi Du; R. J. Chen; R. L. Jin; Ruiqi Ge; Ruisong Zhang; Ruizhe Pan; Runji Wang; Runxin Xu; Ruoyu Zhang; Ruyi Chen; S. S. Li; Shanghao Lu; Shangyan Zhou; Shanhuang Chen; Shaoqing Wu; Shengfeng Ye; Shengfeng Ye; Shirong Ma; Shiyu Wang; Shuang Zhou; Shuiping Yu; Shunfeng Zhou; Shuting Pan; T. Wang; Tao Yun; Tian Pei; Tianyu Sun; W. L. Xiao; Wangding Zeng; Wanjia Zhao; Wei An; Wen Liu; Wenfeng Liang; Wenjun Gao; Wenqin Yu; Wentao Zhang; X. Q. Li; Xiangyue Jin; Xianzu Wang; Xiao Bi; Xiaodong Liu; Xiaohan Wang; Xiaojin Shen; Xiaokang Chen; Xiaokang Zhang; Xiaosha Chen; Xiaotao Nie; Xiaowen Sun; Xiaoxiang Wang; Xin Cheng; Xin Liu; Xin Xie; Xingchao Liu; Xingkai Yu; Xinnan Song; Xinxia Shan; Xinyi Zhou; Xinyu Yang; Xinyuan Li; Xuecheng Su; Xuheng Lin; Y. K. Li; Y. Q. Wang; Y. X. Wei; Y. X. Zhu; Yang Zhang; Yanhong Xu; Yanhong Xu; Yanping Huang; Yao Li; Yao Zhao; Yaofeng Sun; Yaohui Li; Yaohui Wang; Yi Yu; Yi Zheng; Yichao Zhang; Yifan Shi; Yiliang Xiong; Ying He; Ying Tang; Yishi Piao; Yisong Wang; Yixuan Tan; Yiyang Ma; Yiyuan Liu; Yongqiang Guo; Yu Wu; Yuan Ou; Yuchen Zhu; Yuduan Wang; Yue Gong; Yuheng Zou; Yujia He; Yukun Zha; Yunfan Xiong; Yunxian Ma; Yuting Yan; Yuxiang Luo; Yuxiang You; Yuxuan Liu; Yuyang Zhou; Z. F. Wu; Z. Z. Ren; Zehui Ren; Zhangli Sha; Zhe Fu; Zhean Xu; Zhen Huang; Zhen Zhang; Zhenda Xie; Zhengyan Zhang; Zhewen Hao; Zhibin Gou; Zhicheng Ma; Zhigang Yan; Zhihong Shao; Zhipeng Xu; Zhiyu Wu; Zhongyu Zhang; Zhuoshu Li; Zihui Gu; Zijia Zhu; Zijun Liu; Zilin Li; Ziwei Xie; Ziyang Song; Ziyi Gao; Zizheng Pan,2024,2412.19437,cs.CL,DeepSeek V3架构与MLA实现背景,official_link,02_paper_links/04_compression_eviction_and_architecture/63_DeepSeek_V3_Technical_Report.url,https://arxiv.org/abs/2412.19437,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,6ca454f186c6178d8e5eb18ff3aefc50afcdcbd6a7a6087b98b3a0374cfb1f7e,2026-08-30
P64,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,DeepSeek-V3.2: Pushing the Frontier of Open Large Language Models,DeepSeek-AI; Aixin Liu; Aoxue Mei; Bangcai Lin; Bing Xue; Bingxuan Wang; Bingzheng Xu; Bochao Wu; Bowei Zhang; Chaofan Lin; Chen Dong; Chengda Lu; Chenggang Zhao; Chengqi Deng; Chenhao Xu; Chong Ruan; Damai Dai; Daya Guo; Dejian Yang; Deli Chen; Erhang Li; Fangqi Zhou; Fangyun Lin; Fucong Dai; Guangbo Hao; Guanting Chen; Guowei Li; H. Zhang; Hanwei Xu; Hao Li; Haofen Liang; Haoran Wei; Haowei Zhang; Haowen Luo; Haozhe Ji; Honghui Ding; Hongxuan Tang; Huanqi Cao; Huazuo Gao; Hui Qu; Hui Zeng; Jialiang Huang; Jiashi Li; Jiaxin Xu; Jiewen Hu; Jingchang Chen; Jingting Xiang; Jingyang Yuan; Jingyuan Cheng; Jinhua Zhu; Jun Ran; Junguang Jiang; Junjie Qiu; Junlong Li; Junxiao Song; Kai Dong; Kaige Gao; Kang Guan; Kexin Huang; Kexing Zhou; Kezhao Huang; Kuai Yu; Lean Wang; Lecong Zhang; Lei Wang; Liang Zhao; Liangsheng Yin; Lihua Guo; Lingxiao Luo; Linwang Ma; Litong Wang; Liyue Zhang; M. S. Di; M. Y Xu; Mingchuan Zhang; Minghua Zhang; Minghui Tang; Mingxu Zhou; Panpan Huang; Peixin Cong; Peiyi Wang; Qiancheng Wang; Qihao Zhu; Qingyang Li; Qinyu Chen; Qiushi Du; Ruiling Xu; Ruiqi Ge; Ruisong Zhang; Ruizhe Pan; Runji Wang; Runqiu Yin; Runxin Xu; Ruomeng Shen; Ruoyu Zhang; S. H. Liu; Shanghao Lu; Shangyan Zhou; Shanhuang Chen; Shaofei Cai; Shaoyuan Chen; Shengding Hu; Shengyu Liu; Shiqiang Hu; Shirong Ma; Shiyu Wang; Shuiping Yu; Shunfeng Zhou; Shuting Pan; Songyang Zhou; Tao Ni; Tao Yun; Tian Pei; Tian Ye; Tianyuan Yue; Wangding Zeng; Wen Liu; Wenfeng Liang; Wenjie Pang; Wenjing Luo; Wenjun Gao; Wentao Zhang; Xi Gao; Xiangwen Wang; Xiao Bi; Xiaodong Liu; Xiaohan Wang; Xiaokang Chen; Xiaokang Zhang; Xiaotao Nie; Xin Cheng; Xin Liu; Xin Xie; Xingchao Liu; Xingkai Yu; Xingyou Li; Xinyu Yang; Xinyuan Li; Xu Chen; Xuecheng Su; Xuehai Pan; Xuheng Lin; Xuwei Fu; Y. Q. Wang; Yang Zhang; Yanhong Xu; Yanru Ma; Yao Li; Yao Li; Yao Zhao; Yaofeng Sun; Yaohui Wang; Yi Qian; Yi Yu; Yichao Zhang; Yifan Ding; Yifan Shi; Yiliang Xiong; Ying He; Ying Zhou; Yinmin Zhong; Yishi Piao; Yisong Wang; Yixiao Chen; Yixuan Tan; Yixuan Wei; Yiyang Ma; Yiyuan Liu; Yonglun Yang; Yongqiang Guo; Yongtong Wu; Yu Wu; Yuan Cheng; Yuan Ou; Yuanfan Xu; Yuduan Wang; Yue Gong; Yuhan Wu; Yuheng Zou; Yukun Li; Yunfan Xiong; Yuxiang Luo; Yuxiang You; Yuxuan Liu; Yuyang Zhou; Z. F. Wu; Z. Z. Ren; Zehua Zhao; Zehui Ren; Zhangli Sha; Zhe Fu; Zhean Xu; Zhenda Xie; Zhengyan Zhang; Zhewen Hao; Zhibin Gou; Zhicheng Ma; Zhigang Yan; Zhihong Shao; Zhixian Huang; Zhiyu Wu; Zhuoshu Li; Zhuping Zhang; Zian Xu; Zihao Wang; Zihui Gu; Zijia Zhu; Zilin Li; Zipeng Zhang; Ziwei Xie; Ziyi Gao; Zizheng Pan; Zongqing Yao; Bei Feng; Hui Li; J. L. Cai; Jiaqi Ni; Lei Xu; Meng Li; Ning Tian; R. J. Chen; R. L. Jin; S. S. Li; Shuang Zhou; Tianyu Sun; X. Q. Li; Xiangyue Jin; Xiaojin Shen; Xiaosha Chen; Xinnan Song; Xinyi Zhou; Y. X. Zhu; Yanping Huang; Yaohui Li; Yi Zheng; Yuchen Zhu; Yunxian Ma; Zhen Huang; Zhipeng Xu; Zhongyu Zhang; Dongjie Ji; Jian Liang; Jianzhong Guo; Jin Chen; Leyi Xia; Miaojun Wang; Mingming Li; Peng Zhang; Ruyi Chen; Shangmian Sun; Shaoqing Wu; Shengfeng Ye; T. Wang; W. L. Xiao; Wei An; Xianzu Wang; Xiaowen Sun; Xiaoxiang Wang; Ying Tang; Yukun Zha; Zekai Zhang; Zhe Ju; Zhen Zhang; Zihua Qu,2025,2512.02556,cs.CL,DSA结构与稀疏注意力兼容性,official_link,02_paper_links/04_compression_eviction_and_architecture/64_DeepSeek_V3_2_Pushing_the_Frontier_of_Open_Large_Language_Models.url,https://arxiv.org/abs/2512.02556,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,8e358796b611af446b23ab28725cff406871f355d129726ebfcd411543c2fd20,2026-08-30
P65,A,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,GQA: Training Generalized Multi-Query Transformer Models from Multi-Head Checkpoints,Joshua Ainslie; James Lee-Thorp; Michiel de Jong; Yury Zemlyanskiy; Federico Lebrón; Sumit Sanghai,2023,2305.13245,cs.CL,GQA结构与KV头共享,open_access_pdf,01_open_access_papers/04_compression_eviction_and_architecture/65_GQA_Training_Generalized_Multi_Query_Transformer_Models_from_Multi_Head_Checkpoints.pdf,https://arxiv.org/abs/2305.13245,https://creativecommons.org/licenses/by/4.0/,7,269116,ba9094fe73db9bf515d47ae8b2d502fee9d8a6c7b1327e197ddb160f4c63b94a,2026-08-30
P66,B,04_compression_eviction_and_architecture,压缩淘汰与注意力架构,Fast Transformer Decoding: One Write-Head is All You Need,Noam Shazeer,2019,1911.02150,cs.NE,Multi Query Attention早期结构基线,official_link,02_paper_links/04_compression_eviction_and_architecture/66_Fast_Transformer_Decoding_One_Write_Head_is_All_You_Need.url,https://arxiv.org/abs/1911.02150,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,414fbb6e7aff57090a995bf0e970b1f8ccffa39b4988c6be95fa3cdbe407b8a8,2026-08-30
